movie_key,tmdb_id,imdb_id,wikidata_qid,original_title,runtime_minutes,original_language,overview,poster_path,homepage,tagline,status,tmdb_popularity,tmdb_vote_average,tmdb_vote_count
mov_tmdb_587807,587807,tt1361336,Q65921361,Tom & Jerry,101,en,"Tom the cat and Jerry the mouse get kicked out of their home and relocate to a fancy New York hotel, where a scrappy employee named Kayla will lose her job if she can’t evict Jerry before a high-class wedding at the hotel. Her solution? Hiring Tom to get rid of the pesky mouse.",/8XZI9QZ7Pm3fVkigWJPbrXCMzjq.jpg,https://www.tomandjerrymovie.com,Best of enemies. Worst of friends.,Released,6.1422,6.726,2585
mov_tmdb_610253,610253,tt10665338,Q67279679,Halloween Kills,105,en,"Michael manages to free himself from Laurie Strode's trap to resume his ritual bloodbath. As she fights for her life from injuries from their last encounter, she inspires her daughter Karen, her granddaughter Allyson, and all of Haddonfield to rise up against the unstoppable monster.",/ir9eyz1mtgsohjvo7UYtqUfFuES.jpg,https://www.halloweenmovie.com,Evil dies tonight.,Released,4.6235,6.405,2930
mov_tmdb_895435,895435,tt16043930,Q109257627,扬名立万,123,zh,"During the Republican era, a group of frustrated people from the movie industry is invited in a luxurious mansion to make a movie out of a gruesome case that has recently rattled the city of Shanghai, in the hopes that it would turn into a huge sensation and make them famous. However, they never expected that the murderer would be in their midst and that the truth behind the case would be far more bizarre than their fictional movie plot.",/8z7IptdlKjox7BIiwNwSdSV68HP.jpg,,,Released,0.8726,7.414,58
mov_tmdb_527774,527774,tt5109280,Q66738105,Raya and the Last Dragon,107,en,"Long ago, in the fantasy world of Kumandra, humans and dragons lived together in harmony. But when an evil force threatened the land, the dragons sacrificed themselves to save humanity. Now, 500 years later, that same evil has returned and it’s up to a lone warrior, Raya, to track down the legendary last dragon to restore the fractured land and its divided people.",/5nVhgCzxKbK47OLIKxCR1syulOn.jpg,https://movies.disney.com/raya-and-the-last-dragon,A quest to save her world.,Released,11.7304,7.8,7334
mov_tmdb_476669,476669,tt6856242,Q61633664,The King's Man,131,en,"As a collection of history's worst tyrants and criminal masterminds gather to plot a war to wipe out millions, one man must race against time to stop them.",/aq4Pwv5Xeuvj6HZKtxyd23e6bE9.jpg,https://www.20thcenturystudios.com/movies/the-kings-man,Witness the bloody origin.,Released,7.0997,6.714,5095
mov_tmdb_585245,585245,tt2397461,Q65931068,Clifford the Big Red Dog,96,en,"As Emily struggles to fit in at home and at school, she discovers a small red puppy who is destined to become her best friend. When Clifford magically undergoes one heck of a growth spurt, becomes a gigantic dog and attracts the attention of a genetics company, Emily and her Uncle Casey have to fight the forces of greed as they go on the run across New York City. Along the way, Clifford affects the lives of everyone around him and teaches Emily and her uncle the true meaning of acceptance and unconditional love.",/30ULVKdjBcQTsj2aOSThXXZNSxF.jpg,https://www.cliffordmovie.com/,Adventure has never been bigger.,Released,3.8951,7.157,1837
mov_tmdb_637649,637649,tt11083552,Q74190990,Wrath of Man,119,en,"A cold and mysterious new security guard for a Los Angeles cash truck company surprises his co-workers when he unleashes precision skills during a heist. The crew is left wondering who he is and where he came from. Soon, the marksman's ultimate motive becomes clear as he takes dramatic and irrevocable steps to settle a score.",/M7SUK85sKjaStg4TKhlAVyGlz3.jpg,https://www.miramax.com/movie/wrath-of-man,A one man army.,Released,14.7047,7.575,6152
mov_tmdb_283566,283566,tt2458948,Q6434144,シン・エヴァンゲリオン劇場版:||,155,ja,"In the aftermath of the Fourth Impact, stranded without their Evangelions, Shinji, Asuka and Rei find refuge in one of the rare pockets of humanity that still exist on the ruined planet Earth. There, each lives a life far different from their days as an Evangelion pilot. However, the danger to the world is far from over. A new impact is looming on the horizon—one that will prove to be the true end of Evangelion.",/md5wZRRj8biHrGtyitgBZo7674t.jpg,https://www.amazon.com/dp/B098WNZSQ3,"Bye-bye, all of EVANGELION.",Released,6.3892,8.21,961
mov_tmdb_631843,631843,tt10954652,Q99688807,Old,108,en,A group of families on a tropical holiday discover that the secluded beach where they are staying is somehow causing them to age rapidly – reducing their entire lives into a single day.,/vclShucpUmPhdAOmKgf3B3Z4POD.jpg,https://www.old.movie/,It's only a matter of time.,Released,7.619,6.323,4919
mov_tmdb_460465,460465,tt0293429,Q63862159,Mortal Kombat,110,en,"Washed-up MMA fighter Cole Young, unaware of his heritage, and hunted by Emperor Shang Tsung's best warrior, Sub-Zero, seeks out and trains with Earth's greatest champions as he prepares to stand against the enemies of Outworld in a high stakes battle for the universe.",/nkayOAUBUu4mMvyNf9iHSUiPjF1.jpg,https://www.mortalkombatmovie.net,Get over here!,Released,16.3146,7.05,6850
mov_tmdb_565028,565028,tt9347730,Q64174907,Candyman,91,en,"A Chicago artist's sanity starts to unravel, unleashing a terrifying wave of violence when he begins to explore the macabre history of the Candyman.",/dqoshZPLNsXlC1qtz5n34raUyrE.jpg,https://www.candymanmovie.com/,Dare to say his name.,Released,2.5697,5.998,1778
mov_tmdb_602223,602223,tt10327252,Q64067279,The Forever Purge,103,en,All the rules are broken as a sect of lawless marauders decides that the annual Purge does not stop at daybreak and instead should never end as they chase a group of immigrants who they want to punish because of their harsh historical past.,/lB068qa6bQ0QKYKyC2xnYGvYjl7.jpg,https://www.theforeverpurge.com,The rules are broken.,Released,5.3201,6.9,2694
mov_tmdb_511809,511809,tt3581652,Q63643994,West Side Story,156,en,"Two youngsters from rival New York City gangs fall in love, but tensions between their respective friends build toward tragedy.",/yfz3IUoYYSY32tkb97HlUBGFsnh.jpg,https://www.20thcenturystudios.com/movies/west-side-story,A city divided. Their love will challenge everything.,Released,3.5846,6.919,1798
mov_tmdb_522931,522931,tt8385148,Q61951885,Hitman's Wife's Bodyguard,117,en,"The world’s most lethal odd couple – bodyguard Michael Bryce and hitman Darius Kincaid – are back on another life-threatening mission. Still unlicensed and under scrutiny, Bryce is forced into action by Darius's even more volatile wife, the infamous international con artist Sonia Kincaid. As Bryce is driven over the edge by his two most dangerous protectees, the trio get in over their heads in a global plot and soon find that they are all that stand between Europe and a vengeful and powerful madman.",/6zwGWDpY8Zu0L6W4SYWERBR8Msw.jpg,https://www.thehitmanswifesbodyguard.movie,"Hit me baby, one more time.",Released,5.2403,6.637,2617
mov_tmdb_585216,585216,tt9844522,Q64027971,Escape Room: Tournament of Champions,88,en,"Six people unwittingly find themselves locked in another series of escape rooms, slowly uncovering what they have in common to survive... and discovering they've all played the games before.",/jGYJyPzVgrVV2bgClI9uvEZgVLE.jpg,https://www.sonypictures.com/movies/escaperoomtournamentofchampions,Winning was just the beginning.,Released,3.886,6.511,2299
mov_tmdb_482321,482321,tt7504818,Q106299119,Ron's Gone Wrong,107,en,"In a world where walking, talking, digitally connected bots have become children's best friends, an 11-year-old finds that his robot buddy doesn't quite work the same as the others do.",/plzgQAXIEHm4Y92ktxU6fedUc0x.jpg,https://family.20thcenturystudios.com/movies/rons-gone-wrong,Best Friend Forever* (*battery life may vary).,Released,5.6785,7.857,2025
mov_tmdb_615457,615457,tt7888964,Q83965418,Nobody,91,en,"Hutch Mansell, a suburban dad, overlooked husband, nothing neighbor — a ""nobody."" When two thieves break into his home one night, Hutch's unknown long-simmering rage is ignited and propels him on a brutal path that will uncover dark secrets he fought to leave behind.",/oBgWY00bEFeZ9N25wWVyuQddbAo.jpg,https://www.nobody.movie,Never underestimate a nobody.,Released,10.2199,7.875,8438
mov_tmdb_482373,482373,tt6246322,Q100701374,Don't Breathe 2,98,en,"The Blind Man has been hiding out for several years in an isolated cabin and has taken in and raised a young girl orphaned from a devastating house fire. Their quiet life together is shattered when a group of criminals kidnap the girl, forcing the Blind Man to leave his safe haven to save her.",/aOu6PJVO9RyGAzdUwG6fupu0gpz.jpg,https://www.dontbreathemovie.com/,Bad things happen to bad people.,Released,4.6906,6.987,2852
mov_tmdb_508943,508943,tt12801262,Q97925311,Luca,95,en,Luca and his best friend Alberto experience an unforgettable summer on the Italian Riviera. But all the fun is threatened by a deeply-held secret: they are sea monsters from another world just below the water’s surface.,/9x4i9uKGXt8IiiIF5Ey0DIoY738.jpg,https://www.disneyplus.com/movies/luca/7K1HyQ6Hl16P,Prepare for an unforgettable trip.,Released,10.5087,7.781,8993
mov_tmdb_777270,777270,tt12789558,Q100736066,Belfast,98,en,"Buddy is a young boy on the cusp of adolescence, whose life is filled with familial love, childhood hijinks, and a blossoming romance. Yet, with his beloved hometown caught up in increasing turmoil, his family faces a momentous choice: hope the conflict will pass or leave everything they know behind for a new life.",/3mInLZyPOVLsZRsBwNHi3UJXXnm.jpg,https://www.focusfeatures.com/belfast,"No matter how far you go, you never forget where you came from.",Released,2.0217,7.034,1694
mov_tmdb_796499,796499,tt13024674,Q104854877,Army of Thieves,128,en,A mysterious woman recruits bank teller Ludwig Dieter to lead a group of aspiring thieves on a top-secret heist during the early stages of the zombie apocalypse.,/j04Oepj3LGTWSb1ltXm0pcy50Xq.jpg,https://www.netflix.com/title/81185548,"While the zombies took over, one team took advantage.",Released,4.7804,6.799,2298
mov_tmdb_542178,542178,tt8847712,Q59551547,"The French Dispatch of the Liberty, Kansas Evening Sun",108,en,"The staff of an American magazine based in France puts out its last issue, with stories featuring an artist sentenced to life imprisonment, student riots, and a kidnapping resolved by a chef.",/6JXR3KJH5roiBCjWFt09xfgxHZc.jpg,https://www.searchlightpictures.com/thefrenchdispatch/,,Released,4.2401,7.011,2999
mov_tmdb_690957,690957,tt9389998,Q86751411,పుష్పా - The Rise,179,te,"As Pushpa, a labourer, rises in the world of red sandalwood smuggling, he ends up making many enemies. However, violence ensues when the police try to topple his illegal business.",/jFHbrNh6LMnKKSz7nlflFyrwK5T.jpg,,,Released,2.1745,6.8,190
mov_tmdb_467909,467909,tt1321510,Q63698573,In the Heights,143,en,"The story of Usnavi, a bodega owner who has mixed feelings about closing his store and retiring to the Dominican Republic or staying in Washington Heights.",/RO4KoJyoQMQzh9z76d4v4FJMmJ.jpg,https://www.warnerbros.com/movies/heights,The time has come.,Released,2.3603,7.106,799
mov_tmdb_637693,637693,tt11084896,Q97289392,Spirit Untamed,88,en,Lucky Prescott's life is changed forever when she moves from her home in the city to a small frontier town and befriends a wild mustang named Spirit.,/fLE2mvuvhvzmSICOsqR9uE50Ave.jpg,http://www.dreamworks.com/movies/spirit-untamed,Adventure awaits.,Released,3.2667,7.252,572
mov_tmdb_460458,460458,tt6920084,Q101069738,Resident Evil: Welcome to Raccoon City,107,en,"Once the booming home of pharmaceutical giant Umbrella Corporation, Raccoon City is now a dying Midwestern town. The company’s exodus left the city a wasteland…with great evil brewing below the surface. When that evil is unleashed, the townspeople are forever…changed…and a small group of survivors must work together to uncover the truth behind Umbrella and make it through the night.",/bArhvjRHl535XMaSh9VjInF2mSZ.jpg,https://www.sonypictures.com/movies/residentevilwelcometoraccooncity,Witness the beginning of evil.,Released,7.7844,5.933,2719
mov_tmdb_602734,602734,tt10342730,Q64590532,Spiral: From the Book of Saw,93,en,"Working in the shadow of an esteemed police veteran, brash Detective Ezekiel “Zeke” Banks and his rookie partner take charge of a grisly investigation into murders that are eerily reminiscent of the city’s gruesome past.  Unwittingly entrapped in a deepening mystery, Zeke finds himself at the center of the killer’s morbid game.",/cTvSDfBuXTZTdRCNduGMANd7VEP.jpg,https://spiral.movie/,A new game begins.,Released,3.5477,5.891,2303
mov_tmdb_597208,597208,tt7740496,Q82430214,Nightmare Alley,151,en,An ambitious carnival man with a talent for manipulating people with a few well-chosen words hooks up with a female psychologist who is even more dangerous than he is.,/vfn1feL0V9HNSXuLLpaxAW8O6LO.jpg,https://www.searchlightpictures.com/nightmarealley/,Man or beast.,Released,4.5926,6.95,3397
mov_tmdb_581734,581734,tt9770150,Q61740820,Nomadland,108,en,"A woman in her sixties embarks on a journey through the western United States after losing everything in the Great Recession, living as a van-dwelling modern-day nomad.",/8Vc5EOUEIF1EUXuX9eLFf7BvN3P.jpg,https://www.searchlightpictures.com/nomadland,See you down the road.,Released,4.724,7.163,3391
mov_tmdb_614917,614917,tt9620288,Q84203429,King Richard,144,en,"The story of how Richard Williams served as a coach to his daughters Venus and Serena, who will soon become two of the most legendary tennis players in history.",/2dfujXrxePtYJPiPHj1HkAFQvpu.jpg,https://www.kingrichardfilm.net,"Venus, Serena and a plan for greatness.",Released,7.2088,7.601,2881
mov_tmdb_568620,568620,tt8404256,Q64027609,Snake Eyes: G.I. Joe Origins,121,en,"After saving the life of their heir apparent, tenacious loner Snake Eyes is welcomed into an ancient Japanese clan called the Arashikage where he is taught the ways of the ninja warrior. But, when secrets from his past are revealed, Snake Eyes' honor and allegiance will be tested – even if that means losing the trust of those closest to him.",/uIXF0sQGXOxQhbaEaKOi2VYlIL0.jpg,https://www.paramountmovies.com/movies/snake-eyes-g-i-joe-origins,Every warrior has a beginning.,Released,5.1031,6.4,1734
